2M1507_sp_t2400g300f4,0.013322279,1600.0000,2.0000000,3000.0000,11296.0,15.0000
U20244_sp_t2400g300f4,0.023314120,1500.0000,1.0000000,300.00000,20244.0,15.0000
U11314_sp_t2400g300f4,0.012613173,1600.0000,2.0000000,300.00000,11314.0,16.0000
U10770_sp_t2400g300f4,0.027509052,1500.0000,1.0000000,300.00000,10770.0,16.0000
spex_prism_2132+1341_051017_sp_t2400g300f4,0.031898869,1500.0000,2.0000000,1000.0000,13177.0,16.0000
2M0103_sp_t2400g300f4,0.019374139,1400.0000,1.0000000,300.00000,13039.0,16.0000
U10617_sp_t2400g300f4,0.017362212,1600.0000,1.0000000,1000.0000,10617.0,16.0000
U10383_sp_t2400g300f4,0.048098585,1400.0000,2.0000000,1000.0000,10383.0,16.5000
U10312_sp_t2400g300f4,0.0076291443,1500.0000,2.0000000,300.00000,10312.0,16.5000
U10176_sp_t2400g300f4,0.012423023,1400.0000,1.0000000,300.00000,10176.0,17.0000
U20925_sp_t2400g300f4,0.018746410,1400.0000,1.0000000,300.00000,20925.0,17.0000
D0205_sp_t2400g300f4,0.016794732,1600.0000,2.0000000,300.00000,10096.0,17.0000
U10880_sp_t2400g300f4,0.013715525,1500.0000,2.0000000,1000.0000,10880.0,17.0000
2M0423_sp_t2400g300f4,0.015666809,1400.0000,2.0000000,100.00000,10276.0,17.0000
U10802_sp_t2400g300f4,0.015257798,1600.0000,2.0000000,3000.0000,10802.0,17.0000
spex_prism_1728+3948_060821_sp_t2400g300f4,0.018088126,1500.0000,1.0000000,300.00000,11708.0,17.0000
U10789_sp_t2400g300f4,0.031767774,1500.0000,1.0000000,300.00000,10789.0,17.0000
u10721_050323_sp_t2400g300f4,0.017539106,1400.0000,1.0000000,300.00000,10721.0,17.5000
U20139_sp_t2400g300f4,0.011702576,1500.0000,2.0000000,1000.0000,20139.0,18.0000
U10926_sp_t2400g300f4,0.055488395,1500.0000,2.0000000,1000.0000,10926.0,18.0000
U20301_sp_t2400g300f4,0.038315138,1500.0000,2.0000000,300.00000,20301.0,18.0000
U13227_sp_t2400g300f4,0.023472255,1500.0000,2.0000000,3000.0000,13227.0,18.0000
U11143_sp_t2400g300f4,0.015673237,1400.0000,1.0000000,300.00000,11143.0,18.0000
2M1632_sp_t2400g300f4,0.027106062,1500.0000,1.0000000,300.00000,50006.0,18.0000
U20912_sp_t2400g300f4,0.028984581,1500.0000,3.0000000,300.00000,20912.0,20.0000
